Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
6798263,Bluets,Maggie Nelson,"Nelson, Maggie",,"=""1933517409""","=""9781933517407""",0,Wave Books,Paperback,99,2009,2009,,2025/03/23,to-read,to-read (#390),to-read,,,,0,0
45974,The Book of Disquiet,Fernando Pessoa,"Pessoa, Fernando","Bernardo Soares, Richard Zenith","=""0141183047""","=""9780141183046""",0,Penguin Classics,Paperback,544,2002,1982,,2025/03/23,to-read,to-read (#389),to-read,,,,0,0
39803561,The Paper Menagerie,Ken Liu,"Liu, Ken",,"=""""","=""""",5,Gizmodo,ebook,32,2016,2011,,2025/02/13,,,read,,,,0,0
427282,The Periodic Table,Primo Levi,"Levi, Primo",Raymond Rosenthal,"=""0805210415""","=""9780805210415""",0,Schocken,Paperback,233,1995,1975,,2025/01/29,to-read,to-read (#388),to-read,,,,0,0
249042,Darkness Visible: A Memoir of Madness,William Styron,"Styron, William",,"=""0679736395""","=""9780679736394""",5,Vintage,Paperback,84,1992,1990,,2025/01/28,,,read,,,,1,0
211004894,"You'll Never Believe Me: A Life of Lies, Second Tries, and Things I Should Only Tell My Therapist",Kari Ferrell,"Ferrell, Kari",,"=""1250288223""","=""9781250288226""",0,St. Martin's Press,Hardcover,288,2025,2025,,2025/01/17,to-read,to-read (#387),to-read,,,,0,0
56988057,The Listeners,Maggie Stiefvater,"Stiefvater, Maggie",,"=""0593655508""","=""9780593655504""",0,Viking,Hardcover,382,2025,2025,,2025/01/17,to-read,to-read (#386),to-read,,,,0,0
219848315,The Emperor of Gladness,Ocean Vuong,"Vuong, Ocean",,"=""059383187X""","=""9780593831878""",0,Penguin Press,Hardcover,402,2025,2025,,2025/01/17,to-read,to-read (#385),to-read,,,,0,0
8380409,The Instructions,Adam Levin,"Levin, Adam",,"=""1934781827""","=""9781934781821""",0,McSweeney's,Hardcover,1030,2010,2010,,2025/01/09,to-read,to-read (#384),to-read,,,,0,0
200982339,Under the Same Stars,Libba Bray,"Bray, Libba",,"=""0374388946""","=""9780374388942""",0,"Farrar, Straus and Giroux (BYR)",Hardcover,471,2025,2025,,2025/01/06,to-read,to-read (#383),to-read,,,,0,0
236093,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,"Baum, L. Frank",W.W. Denslow,"=""0140621679""","=""9780140621679""",0,Penguin,Paperback,154,1995,1900,,2024/12/09,to-read,to-read (#382),to-read,,,,0,0
55285025,He: Shorter Writings of Franz Kafka (riverrun editions),Franz Kafka,"Kafka, Franz",Joshua Cohen,"=""1787478203""","=""9781787478206""",0,riverrun,Kindle Edition,238,2020,,,2024/11/21,to-read,to-read (#381),to-read,,,,0,0
92625,The Ones Who Walk Away from Omelas,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0886825016""","=""9780886825010""",0,"Creative Education, Inc.",Library Binding,32,1997,1973,,2024/10/21,to-read,to-read (#380),to-read,,,,0,0
41717521,"Catch-67: The Left, the Right, and the Legacy of the Six-Day War",Micah Goodman,"Goodman, Micah",Eylon Levy,"=""0300240783""","=""9780300240788""",0,Yale University Press,Kindle Edition,264,2018,2017,2024/10/21,2023/12/10,,,read,,,,1,0
45320531,"Genius & Anxiety: How Jews Changed the World, 1847-1947",Norman Lebrecht,"Lebrecht, Norman",,"=""1982134224""","=""9781982134228""",0,Scribner,Hardcover,464,2019,2019,,2024/10/13,to-read,to-read (#379),to-read,,,,0,0
819067,Tell Me a Mitzi,Lore Segal,"Segal, Lore",Harriet Pincus,"=""0374475024""","=""9780374475024""",0,"Farrar, Straus and Giroux ",Paperback,40,1991,1970,,2024/10/06,to-read,to-read (#378),to-read,,,,0,0
125078349,Ladies' Lunch: and Other Stories,Lore Segal,"Segal, Lore",,"=""1685891012""","=""9781685891015""",0,Melville House,Paperback,131,2023,2017,,2024/10/06,to-read,to-read (#377),to-read,,,,0,0
52617424,A Most Peculiar Book: The Inherent Strangeness of the Bible,Kristin Swenson,"Swenson, Kristin",,"=""0190651733""","=""9780190651732""",0,Oxford University Press,Hardcover,288,2021,2021,,2024/09/22,to-read,to-read (#376),to-read,,,,0,0
54479,Around the World in Eighty Days,Jules Verne,"Verne, Jules","Brian W. Aldiss, Michael Glencross","=""014044906X""","=""9780140449068""",0,Penguin Books ,Paperback,252,2004,1872,,2021/02/08,to-read,to-read (#136),to-read,,,,0,0
203608444,How to Hide in Plain Sight,Emma Noyes,"Noyes, Emma",,"=""0593639022""","=""9780593639023""",0,Berkley,Paperback,400,2024,2024,,2024/08/19,to-read,to-read (#375),to-read,,,,0,0
860183,The Road to Oxiana,Robert Byron,"Byron, Robert",Paul Fussell,"=""0195030672""","=""9780195030679""",0,Oxford University Press,Paperback,292,1982,1937,,2024/08/06,to-read,to-read (#374),to-read,,,,0,0
80834,Pyongyang: A Journey in North Korea,Guy Delisle,"Delisle, Guy",Helge Dascher,"=""1897299214""","=""9781897299210""",0,Drawn and Quarterly,Paperback,192,2007,2003,,2024/08/06,to-read,to-read (#373),to-read,,,,0,0
60869516,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",0,Anchor,Kindle Edition,217,2015,1996,,2024/08/06,to-read,to-read (#372),to-read,,,,0,0
70401,On the Road,Jack Kerouac,"Kerouac, Jack",,"=""0140042598""","=""9780140042597""",0,Penguin Books,Paperback,307,1976,1957,,2024/08/06,to-read,to-read (#371),to-read,,,,0,0
179546805,The Observable Universe: An Investigation,Heather McCalden,"McCalden, Heather",,"=""0593596471""","=""9780593596470""",0,Hogarth,Hardcover,304,2024,2024,,2024/07/23,to-read,to-read (#370),to-read,,,,0,0
118356,I Am a Camera,John van Druten,"Druten, John van",Christopher Isherwood,"=""0822205459""","=""9780822205456""",0,Dramatist's Play Service,Paperback,72,1998,1952,,2024/07/01,to-read,to-read (#369),to-read,,,,0,0
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",0,Harper Voyager,Hardcover,544,2022,2022,2024/07/01,2022/07/27,,,read,,,,1,0
212705136,Clone of Liberty: A Journey to Presidential Destiny,Frank Villavicencio,"Villavicencio, Frank",,"=""""","=""9798893798173""",0,Staten House,Kindle Edition,189,2024,,,2024/06/26,to-read,to-read (#368),to-read,,,,0,0
124019742,The Golem of Brooklyn,Adam Mansbach,"Mansbach, Adam",,"=""059372982X""","=""9780593729823""",0,One World,Paperback,272,2023,2023,,2024/06/16,to-read,to-read (#367),to-read,,,,0,0
42170844,The Twenty-Six Words That Created the Internet,Jeff Kosseff,"Kosseff, Jeff",,"=""1501735780""","=""9781501735783""",0,Cornell University Press,ebook,313,2019,,,2024/05/15,to-read,to-read (#366),to-read,,,,0,0
122825851,Liar in a Crowded Theater: Freedom of Speech in a World of Misinformation,Jeff Kosseff,"Kosseff, Jeff",,"=""1421447320""","=""9781421447322""",0,Johns Hopkins University Press,Hardcover,368,2023,,,2024/05/15,to-read,to-read (#365),to-read,,,,0,0
135479,Cat’s Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,Penguin,Paperback,306,1999,1963,,2024/05/06,to-read,to-read (#364),to-read,,,,0,0
204454060,La ciudad y sus muros inciertos,Haruki Murakami,"Murakami, Haruki",Juan Francisco González Sánchez,"=""8411074277""","=""9788411074278""",0,Tusquets Editores,Paperback,576,2024,2023,,2024/05/04,to-read,to-read (#363),to-read,,,,0,0
45046681,The War of Return: How Western Indulgence of the Palestinian Dream Has Obstructed the Path to Peace,Adi Schwartz,"Schwartz, Adi",Einat Wilf,"=""1250252768""","=""9781250252760""",0,All Points Books,ebook,304,2020,,,2024/04/29,to-read,to-read (#362),to-read,,,,0,0
48669816,Roundabout,Phong  Nguyen,"Nguyen, Phong",,"=""0913785415""","=""9780913785416""",0,Moon City Press,Paperback,270,2024,2024,,2024/04/20,to-read,to-read (#361),to-read,,,,0,0
416082,"Hey, Wait...",Jason,"Jason, Jason",,"=""156097463X""","=""9781560974635""",0,Fantagraphics Books,Paperback,64,2001,2000,,2024/01/29,to-read,to-read (#360),to-read,,,,0,0
415459,I Have No Mouth & I Must Scream,Harlan Ellison,"Ellison, Harlan",Theodore Sturgeon,"=""0441363954""","=""9780441363957""",0,Ace,Mass Market Paperback,134,1967,1967,,2024/01/06,to-read,to-read (#359),to-read,,,,0,0
406235,Giovanni’s Room,James Baldwin,"Baldwin, James",,"=""""","=""""",0,Laurel,Paperback,178,1988,1956,,2024/01/01,to-read,to-read (#358),to-read,,,,0,0
195101356,1948: A Critical and Creative Prequel to Orwell's 1984,Brian   May,"May, Brian",,"=""1784274240""","=""9781784274245""",0,Univ of Exeter Pr,Hardcover,214,2023,,,2023/12/26,to-read,to-read (#357),to-read,,,,0,0
9221598,Quantum Physics for Poets,Leon M. Lederman,"Lederman, Leon M.",Christopher T. Hill,"=""1616142332""","=""9781616142339""",0,Prometheus,Hardcover,338,2011,2010,,2023/12/26,to-read,to-read (#356),to-read,,,,0,0
29861902,Stealing the Atom Bomb: How Denial and Deception Armed Israel,Roger J. Mattson,"Mattson, Roger J.",,"=""1515083918""","=""9781515083917""",0,CreateSpace Independent Publishing Platform,Paperback,396,2016,,,2023/12/24,to-read,to-read (#355),to-read,,,,0,0
38787,Pedro Páramo,Juan Rulfo,"Rulfo, Juan","Susan Sontag, Margaret Sayers Peden","=""0802133908""","=""9780802133908""",0,Grove Press,Paperback,128,1994,1955,,2023/12/23,to-read,to-read (#354),to-read,,,,0,0
397790,The War Between the Tates,Alison Lurie,"Lurie, Alison",,"=""0749397829""","=""9780749397821""",0,Vintage Books,Paperback,313,1998,1974,2023/12/22,2023/10/23,,,read,,,,1,0
158983536,The Fall of the House of Usher,Edgar Allan Poe,"Poe, Edgar Allan",,"=""""","=""""",5,Grapevine India,Kindle Edition,37,2022,1839,2023/12/15,2023/12/15,,,read,,,,1,0
36251743,"Andaluchinas por el mundo (Gazpacho agridulce, #2)",Quan Zhou Wu,"Wu, Quan Zhou",,"=""841688028X""","=""9788416880287""",0,Astiberri,Paperback,144,2017,2017,,2023/12/13,,,read,,,,1,0
24100,The Golden Notebook,Doris Lessing,"Lessing, Doris",,"=""006093140X""","=""9780060931407""",0,Harper Perennial Modern Classics,Paperback,640,1999,1962,,2023/12/04,to-read,to-read (#353),to-read,,,,0,0
1571060,Legends of the Jews,Louis Ginzberg,"Ginzberg, Louis",,"=""0827601484""","=""9780827601482""",0,The Jewish Publication Society of America,Hardcover,,1969,1909,,2023/12/04,to-read,to-read (#352),to-read,,,,0,0
162332,The Sailor Who Fell from Grace with the Sea,Yukio Mishima,"Mishima, Yukio",John Nathan,"=""""","=""""",0,Vintage,Paperback,181,1994,1963,,2023/12/03,to-read,to-read (#351),to-read,,,,0,0
8444898,Abraham's Knife: The Mythology of the Deicide in Anti-semitism,Judith Civan,"Civan, Judith",,"=""1413429122""","=""9781413429121""",0,Xlibris,Paperback,352,2004,,,2023/11/24,to-read,to-read (#350),to-read,,,,0,0
61686901,El final de todas las palabras,Diego Armando Arciniegas Malagón,"Malagón, Diego Armando Arciniegas",,"=""""","=""""",0,,ebook,174,2022,,,2023/11/16,to-read,to-read (#349),to-read,,,,0,0
516570,"Erewhon (Erewhon, #1)",Samuel Butler,"Butler, Samuel",,"=""0543899462""","=""9780543899460""",0,Adamant Media Corporation,Paperback,272,2000,1872,,2023/11/16,to-read,to-read (#348),to-read,,,,0,0
7779696,Son of Hamas,Mosab Hassan Yousef,"Yousef, Mosab Hassan","مصعب حسن يوسف, Ron Brackin","=""1414333072""","=""9781414333076""",0,SaltRiver,Hardcover,265,2010,2011,,2023/11/13,to-read,to-read (#347),to-read,,,,0,0
1072765,King of the Jews: A Novel,Leslie Epstein,"Epstein, Leslie",,"=""1590510798""","=""9781590510797""",0,Other Press,Paperback,360,2004,1979,,2023/11/11,to-read,to-read (#346),to-read,,,,0,0
912864,Badenheim 1939,Aharon Appelfeld,"Appelfeld, Aharon",Dalya Bilu,"=""0879237996""","=""9780879237998""",0,David R. Godine,Paperback,148,1995,1978,,2023/11/11,to-read,to-read (#345),to-read,,,,0,0
27161799,The Suicide of the Jews: A Cautionary Tale,Tsvi Bisk,"Bisk, Tsvi",,"=""""","=""""",0,contento now,Kindle Edition,354,2015,2015,,2023/11/04,to-read,to-read (#344),to-read,,,,0,0
6916961,Although of Course You End Up Becoming Yourself: A Road Trip with David Foster Wallace,David Lipsky,"Lipsky, David",,"=""030759243X""","=""9780307592439""",0,Broadway,Paperback,320,2010,2010,,2023/11/04,to-read,to-read (#343),to-read,,,,0,0
13589124,Every Love Story Is a Ghost Story: A Life of David Foster Wallace,D.T. Max,"Max, D.T.",Eva Kemper,"=""0670025925""","=""9780670025923""",0,Viking,Hardcover,356,2012,2012,,2023/11/04,to-read,to-read (#342),to-read,,,,0,0
3559,From Beirut to Jerusalem,Thomas L. Friedman,"Friedman, Thomas L.",,"=""0385413726""","=""9780385413725""",0,Anchor,Paperback,541,1995,1989,,2023/11/04,to-read,to-read (#341),to-read,,,,0,0
333314,Murphy,Samuel Beckett,"Beckett, Samuel",,"=""0802150373""","=""9780802150370""",0,Grove Press,Paperback,288,1994,1938,,2023/11/04,to-read,to-read (#340),to-read,,,,0,0
2794,The Crying of Lot 49,Thomas Pynchon,"Pynchon, Thomas",,"=""""","=""""",0,Harper Perennial Modern Classics,Paperback,152,2006,1966,,2023/11/04,to-read,to-read (#339),to-read,,,,0,0
6845606,The Yamas & Niyamas: Exploring Yoga's Ethical Practice,Deborah  Adele,"Adele, Deborah",,"=""0974470643""","=""9780974470641""",0,On-Word Bound Books,Paperback,192,2009,2009,,2023/11/02,,,read,,,,1,0
7725947,Witz,Joshua Cohen,"Cohen, Joshua",,"=""1564785882""","=""9781564785886""",0,Dalkey Archive Press,Paperback,817,2010,2010,,2023/10/23,to-read,to-read (#338),to-read,,,,0,0
205189,Auto-da-Fé,Elias Canetti,"Canetti, Elias",C.V. Wedgwood,"=""0374518793""","=""9780374518790""",0,"Farrar, Straus and Giroux",Paperback,464,1984,1935,,2023/10/23,to-read,to-read (#337),to-read,,,,0,0
59808030,I Want to Keep Smashing Myself Until I Am Whole,Elias Canetti,"Canetti, Elias",Joshua Cohen,"=""0374298424""","=""9780374298425""",0,Picador Paper,Paperback,396,2022,,,2023/10/23,to-read,to-read (#336),to-read,,,,0,0
151740,"The Lemon Tree: An Arab, a Jew, and the Heart of the Middle East",Sandy Tolan,"Tolan, Sandy",,"=""""","=""""",0,Bloomsbury USA,Paperback,400,2007,2006,,2023/10/23,to-read,to-read (#335),to-read,,,,0,0
23308445,Book of Numbers,Joshua Cohen,"Cohen, Joshua",,"=""0812996917""","=""9780812996913""",0,Random House,Hardcover,580,2015,2015,,2023/10/21,to-read,to-read (#334),to-read,,,,0,0
59948520,In Memoriam,Alice Winn,"Winn, Alice",,"=""0593534565""","=""9780593534564""",0,Knopf,Hardcover,382,2023,2023,,2023/10/04,to-read,to-read (#333),to-read,,,,0,0
6751,Consider the Lobster and Other Essays,David Foster Wallace,"Wallace, David Foster",,"=""0316156116""","=""9780316156110""",0,"Little, Brown and Company",Hardcover,343,2005,2005,,2023/10/04,to-read,to-read (#332),to-read,,,,0,0
33507,Twenty Thousand Leagues Under the Sea,Jules Verne,"Verne, Jules",Anthony Bonner,"=""076072850X""","=""9780760728505""",0,Barnes & Noble,Hardcover,269,2002,1869,,2023/10/01,to-read,to-read (#331),to-read,,,,0,0
336843,The Faggots and Their Friends Between Revolutions,Larry   Mitchell,"Mitchell, Larry",Ned Asta,"=""0930762002""","=""9780930762001""",0,Calamus Books,Paperback,114,1991,1977,,2023/09/18,,,read,,,,1,0
44774415,Mooncakes,Suzanne  Walker,"Walker, Suzanne",Wendy  Xu,"=""154930304X""","=""9781549303043""",0,Oni Press,Paperback,243,2019,2019,,2023/08/06,to-read,to-read (#330),to-read,,,,0,0
20901651,An Unspeakable Crime: The Prosecution and Persecution of Leo Frank,Elaine Marie Alphin,"Alphin, Elaine Marie",,"=""1467746304""","=""9781467746304""",0,Carolrhoda Books ®,Paperback,152,2014,2010,,2023/08/04,to-read,to-read (#329),to-read,,,,0,0
1697440,And the Dead Shall Rise: The Murder of Mary Phagan and the Lynching of Leo Frank,Steve Oney,"Oney, Steve",,"=""0679421475""","=""9780679421474""",0,Pantheon,Hardcover,752,2003,2003,,2023/08/01,to-read,to-read (#328),to-read,,,,0,0
65936478,Shadows We Carry: A Novel,Meryl Ain,"Ain, Meryl",,"=""1684632013""","=""9781684632015""",0,SparkPress,Kindle Edition,296,2023,,,2023/08/01,to-read,to-read (#327),to-read,,,,0,0
53566568,The Takeaway Men,Meryl Ain,"Ain, Meryl",,"=""1684630487""","=""9781684630486""",0,SparkPress,Kindle Edition,237,2020,2020,,2023/08/01,to-read,to-read (#326),to-read,,,,0,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",5,Random House: Modern Library,Paperback,272,2004,1890,2023/07/28,2020/05/23,,,read,,,,1,0
38474,Another Country,James Baldwin,"Baldwin, James",,"=""0141186372""","=""9780141186375""",0,PENGUIN,Paperback,448,2006,1962,,2023/03/19,to-read,to-read (#289),to-read,,,,0,0
72355,Poor Things,Alasdair Gray,"Gray, Alasdair",,"=""0747562288""","=""9780747562283""",0,Bloomsbury Publishing,Paperback,317,2002,1992,,2023/07/21,to-read,to-read (#325),to-read,,,,0,0
36381091,The Cabin at the End of the World,Paul Tremblay,"Tremblay, Paul",,"=""0062679104""","=""9780062679109""",0,William Morrow,Hardcover,288,2018,2018,,2023/07/15,to-read,to-read (#324),to-read,,,,0,0
62772,I Am a Cat,Natsume Sōseki,"Sōseki, Natsume","Graeme Wilson, Aiko Ito","=""080483265X""","=""9780804832656""",0,Tuttle Publishing,Paperback,470,2001,1906,,2023/07/14,to-read,to-read (#323),to-read,,,,0,0
110069098,Every Exquisite Thing,Laura   Steven,"Steven, Laura",,"=""0008627371""","=""9780008627379""",0,Electric Monkey,Kindle Edition,326,2023,2023,,2023/07/12,to-read,to-read (#322),to-read,,,,0,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Булгаков","=""0679760806""","=""9780679760801""",0,Vintage International,Paperback,372,1996,1967,,2023/07/11,to-read,to-read (#321),to-read,,,,0,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",5,Bantam Classics,Mass Market Paperback,201,1972,1915,2023/07/06,2022/01/26,,,read,,,,1,0
23346470,Noughts & Crosses Graphic Novel,Malorie Blackman,"Blackman, Malorie",John Aggs,"=""0857531956""","=""9780857531957""",0,Doubleday UK,Paperback,208,2015,2015,,2023/07/01,to-read,to-read (#320),to-read,,,,0,0
17061,Coraline,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0061139378""","=""9780061139376""",5,William Morrow Paperbacks,Paperback,208,2006,2002,2023/06/30,2020/10/30,,,read,,,,1,0
58437521,The Candy House,Jennifer Egan,"Egan, Jennifer",,"=""1476716765""","=""9781476716763""",0,Scribner,Hardcover,352,2022,2022,,2023/06/27,to-read,to-read (#319),to-read,,,,0,0
43317482,In the Dream House,Carmen Maria Machado,"Machado, Carmen Maria",,"=""1644450038""","=""9781644450031""",5,Graywolf Press,Hardcover,251,2019,2019,2023/06/26,2022/06/29,,,read,,,,1,0
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""0192833987""","=""9780192833983""",0,Oxford University Press,Paperback,1392,1998,1869,,2023/06/20,to-read,to-read (#318),to-read,,,,0,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj, Léon Tolstoï","=""0345803922""","=""9780345803924""",0,Vintage,Paperback,964,2012,1878,,2023/06/20,to-read,to-read (#317),to-read,,,,0,0
40275288,"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha Shannon,"Shannon, Samantha",,"=""1408883457""","=""9781408883457""",0,Bloomsbury Publishing,ebook,848,2019,2019,,2023/06/20,to-read,to-read (#316),to-read,,,,0,0
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,"=""0062662597""","=""9780062662590""",0,Harper Voyager,Kindle Edition,545,2018,2018,,2023/06/19,to-read,to-read (#315),to-read,,,,0,0
329326,Observatory Mansions,Edward Carey,"Carey, Edward",,"=""0375709231""","=""9780375709234""",0,Knopf Doubleday Publishing Group,Paperback,356,2002,2000,,2023/06/18,to-read,to-read (#314),to-read,,,,0,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",4,Anchor Books,Paperback,311,1998,1985,2023/06/18,2023/06/18,,,read,,,,1,0
208278,The Man Who Knew Too Much: Alan Turing and the Invention of the Computer,David Leavitt,"Leavitt, David",,"=""0393329097""","=""9780393329094""",0,W. W. Norton & Company,Paperback,336,2006,2006,,2023/06/13,to-read,to-read (#313),to-read,,,,0,0
59441851,Something to Do with Paying Attention,David Foster Wallace,"Wallace, David Foster",Sarah McNally,"=""1946022276""","=""9781946022271""",0,McNally Editions,Paperback,152,2022,2011,,2023/06/13,to-read,to-read (#312),to-read,,,,0,0
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,Grand Central Publishing,Kindle Edition,496,2017,2017,,2023/06/11,to-read,to-read (#311),to-read,,,,0,0
53780642,The Employees,Olga Ravn,"Ravn, Olga",Martin Aitken,"=""""","=""""",0,Lolli Editions,Paperback,136,2020,2018,,2023/06/10,to-read,to-read (#310),to-read,,,,0,0
3690187,"Jeff in Venice, Death in Varanasi",Geoff Dyer,"Dyer, Geoff",,"=""0307377377""","=""9780307377371""",0,Pantheon,Hardcover,304,2009,2008,,2023/06/06,to-read,to-read (#309),to-read,,,,0,0
119073,The Name of the Rose,Umberto Eco,"Eco, Umberto",William Weaver,"=""0156001314""","=""9780156001311""",0,Houghton Mifflin Harcourt,Paperback,552,1994,1980,,2023/06/02,to-read,to-read (#308),to-read,,,,0,0
22711851,Introducing Linguistics: A Graphic Guide (Graphic Guides Book 0),R.L. Trask,"Trask, R.L.",Bill Mayblin,"=""""","=""""",0,Icon Books,Kindle Edition,180,2014,1996,,2023/06/01,to-read,to-read (#307),to-read,,,,0,0
36442813,The Order of Time,Carlo Rovelli,"Rovelli, Carlo",,"=""073521610X""","=""9780735216105""",5,Riverhead Books,Hardcover,224,2018,2017,2023/06/01,2023/05/19,,,read,,,,1,0
55711706,Everyone in This Room Will Someday Be Dead,Emily R. Austin,"Austin, Emily R.",,"=""1982167351""","=""9781982167356""",0,Atria Books,Hardcover,256,2021,2021,,2023/05/29,to-read,to-read (#306),to-read,,,,0,0
43412920,"Ducks, Newburyport",Lucy Ellmann,"Ellmann, Lucy",,"=""191029697X""","=""9781910296974""",0,Galley Beggar Press,Paperback,1022,2019,2019,,2023/05/29,to-read,to-read (#305),to-read,,,,0,0
44294655,A Certain Hunger,Chelsea G. Summers,"Summers, Chelsea G.",,"=""""","=""""",0,Audible Studios,Paperback,250,2019,2019,,2023/05/21,to-read,to-read (#304),to-read,,,,0,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",5,Vintage International,Paperback,123,1989,1942,2023/05/21,2020/06/11,,,read,,,,1,0
56522347,The Rooftop,Fernanda Trías,"Trías, Fernanda",Annie McDermott,"=""1913867048""","=""9781913867041""",0,Charco Press,Paperback,112,2021,2000,,2023/05/17,to-read,to-read (#303),to-read,,,,0,0
44670999,Bezoar: And Other Unsettling Stories,Guadalupe Nettel,"Nettel, Guadalupe",Suzanne Jill Levine,"=""""","=""""",0,Seven Stories Press,Kindle Edition,96,2019,2008,,2023/05/17,to-read,to-read (#302),to-read,,,,0,0
59241078,My Annihilation,Fuminori Nakamura,"Nakamura, Fuminori",Sam Bett,"=""1641292725""","=""9781641292726""",0,Soho Crime,Hardcover,264,2022,2016,,2023/05/17,to-read,to-read (#301),to-read,,,,0,0
58999184,One's Company,Ashley Hutson,"Hutson, Ashley",,"=""0393866645""","=""9780393866643""",0,W. W. Norton & Company,Paperback,272,2022,2022,,2023/05/17,to-read,to-read (#300),to-read,,,,0,0
46987,The Hearing Trumpet,Leonora Carrington,"Carrington, Leonora","Pablo Weisz Carrington, Helen Byatt","=""1878972197""","=""9781878972194""",0,Exact Change,Paperback,199,2004,1974,,2023/05/17,to-read,to-read (#299),to-read,,,,0,0
415,Gravity’s Rainbow,Thomas Pynchon,"Pynchon, Thomas",,"=""0143039946""","=""9780143039945""",0,Penguin Books,Paperback,776,2006,1973,,2023/05/11,to-read,to-read (#298),to-read,,,,0,0
44581495,Late to the Party,Kelly Quindlen,"Quindlen, Kelly",,"=""1250209137""","=""9781250209139""",0,Roaring Brook Press,Hardcover,304,2020,2020,,2023/05/07,to-read,to-read (#297),to-read,,,,0,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",0,Back Bay Books,Paperback,1088,2005,1996,,2023/05/04,to-read,to-read (#296),to-read,,,,0,0
45013049,Antkind,Charlie Kaufman,"Kaufman, Charlie",,"=""""","=""""",0,Fourth Estate,ebook,720,2020,2020,,2023/05/04,to-read,to-read (#295),to-read,,,,0,0
43352954,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""""","=""""",3,Saga Press,ebook,209,2019,2019,2023/04/26,2023/01/18,,,read,,,,1,0
36578942,"The 100-Year-Old Man Who Climbed Out the Window and Disappeared (Hundred-Year-Old Man, #1)",Jonas Jonasson,"Jonasson, Jonas",,"=""""","=""""",0,Hachette Books,Kindle Edition,396,2012,2009,,2023/04/09,to-read,to-read (#294),to-read,,,,0,0
51934838,Catherine House,Elisabeth    Thomas,"Thomas, Elisabeth",,"=""0062905651""","=""9780062905659""",0,Custom House,Hardcover,311,2020,2020,,2023/04/09,to-read,to-read (#293),to-read,,,,0,0
7244,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0060786507""","=""9780060786502""",0,Harper Perennial Modern Classics,Paperback,546,2005,1998,,2023/04/06,to-read,to-read (#292),to-read,,,,0,0
17716,Waiting for Godot,Samuel Beckett,"Beckett, Samuel",,"=""""","=""""",5,Grove,Paperback,109,2011,1951,,2020/05/23,,,read,,,,1,0
16192492,100 Years of Vicissitude,Andrez Bergen,"Bergen, Andrez",,"=""1780995970""","=""9781780995977""",0,Perfect Edge Books,Paperback,268,2012,,,2023/04/02,to-read,to-read (#291),to-read,,,,0,0
26135825,Fun Home: A Family Tragicomic,Alison Bechdel,"Bechdel, Alison",,"=""0618871713""","=""9780618871711""",0,Mariner Books,Paperback,232,2007,2006,2023/04/02,2023/03/10,,,read,,,,1,0
71840,Fool on the Hill,Matt Ruff,"Ruff, Matt",,"=""0802135358""","=""9780802135353""",0,Grove Press,Paperback,400,1997,1988,,2023/04/01,to-read,to-read (#290),to-read,,,,0,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",4,Penguin Books,Paperback,289,2019,2018,2023/03/28,2023/03/27,,,read,,,,1,0
310612,A Confederacy of Dunces,John Kennedy Toole,"Toole, John Kennedy",Walker Percy,"=""0802130208""","=""9780802130204""",4,Grove Press,Paperback,394,1994,1980,,2022/10/17,,,read,,,,1,0
