Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
58345,The Awakening,Kate Chopin,"Chopin, Kate",,"=""0543898083""","=""9780543898081""",1,Elibron Classics,Paperback,195,2006,1899,,2022/12/05,,,read,,,,1,0
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,"=""1400064163""","=""9781400064168""",5,Random House,Hardcover,475,2010,2010,,2020/06/02,,,read,,,,1,0
8217236,The Yellow Wallpaper,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",,"=""""","=""""",5,Public Domain Books,Kindle Edition,63,2009,1892,,2021/09/06,,,read,,,,1,0
397334,"Where Are You Going, Where Have You Been? Selected Early Stories",Joyce Carol Oates,"Oates, Joyce Carol",,"=""0865380775""","=""9780865380776""",4,Ontario Review Pr,Hardcover,522,1993,1966,,2022/12/05,,,read,,,,1,0
2984286,A Rose for Emily,William Faulkner,"Faulkner, William",,"=""1563127881""","=""9781563127885""",4,Perfection Learning,Paperback,36,1990,1930,,2023/01/07,,,read,,,,1,0
1420,Hamlet,William Shakespeare,"Shakespeare, William","Harold Bloom, Rex Gibson, Israel Gollancz, Henry Norman Hudson, L.A. Sherman, Max J. Herzberg","=""0521618746""","=""9780521618748""",5,Cambridge University Press,Paperback,289,2005,1601,2023/01/31,2023/01/23,,,read,,,,1,0
118944,American Born Chinese,Gene Luen Yang,"Yang, Gene Luen",Lark Pien,"=""1596431520""","=""9781596431522""",4,First Second,Paperback,233,2006,2006,2023/02/16,2023/02/15,,,read,,,,1,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4,Back Bay Books,Paperback,277,2001,1951,2023/02/15,2023/02/22,,,read,,,,1,0
18545,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,"Stoppard, Tom",,"=""0802132758""","=""9780802132758""",5,Grove Press,Paperback,126,1994,1967,,2020/05/23,,,read,,,,1,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",5,Simon & Schuster ,Paperback,453,2004,1961,,2022/01/18,,,read,,,,1,0
57355429,A Farewell to Gabo and Mercedes: A Son’s Memoir of Gabriel García Márquez and Mercedes Barcha – A Tender and Intimate Portrait of The Nobel Prize Winner's Final Days,Rodrigo  García,"García, Rodrigo",,"=""0063158337""","=""9780063158337""",5,HarperVia,Hardcover,176,2021,2021,2023/03/28,2023/03/27,,,read,,,,1,0
359954,The Theatre of the Absurd,Martin Esslin,"Esslin, Martin",,"=""1400075238""","=""9781400075232""",0,Knopf Doubleday Publishing Group,Paperback,480,2001,1961,,2023/03/18,to-read,to-read (#288),to-read,,,,0,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2023/03/07,to-read,to-read (#287),to-read,,,,0,0
45289222,Writers & Lovers,Lily King,"King, Lily",,"=""""","=""""",0,Grove Press,Hardcover,320,2020,2020,,2023/03/02,to-read,to-read (#286),to-read,,,,0,0
55338982,Cultish: The Language of Fanaticism,Amanda Montell,"Montell, Amanda",,"=""0062993151""","=""9780062993151""",0,Harper,Hardcover,310,2021,2021,,2023/03/02,to-read,to-read (#285),to-read,,,,0,0
15819028,"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,"Wecker, Helene",,"=""0062110837""","=""9780062110831""",0,Harper,Hardcover,486,2013,2013,,2023/02/24,to-read,to-read (#284),to-read,,,,0,0
29081916,Only Dull People Are Brilliant at Breakfast,Oscar Wilde,"Wilde, Oscar",,"=""""","=""""",0,Penguin,Kindle Edition,60,2016,2016,,2023/02/07,to-read,to-read (#283),to-read,,,,0,0
10956,The Virgin Suicides,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0747560595""","=""9780747560593""",0,Bloomsbury Paperbacks,Paperback,250,2002,1993,,2023/01/31,to-read,to-read (#282),to-read,,,,0,0
43890641,Hamnet,Maggie O'Farrell,"O'Farrell, Maggie",,"=""1472223799""","=""9781472223791""",0,Tinder Press,Hardcover,372,2020,2020,,2023/01/24,to-read,to-read (#281),to-read,,,,0,0
55410610,Panenka,Ronan Hession,"Hession, Ronan",,"=""1910422673""","=""9781910422670""",0,Bluemoose ,Hardcover,164,2021,2021,,2023/01/15,to-read,to-read (#280),to-read,,,,0,0
58659343,Our Wives Under the Sea,Julia Armfield,"Armfield, Julia",,"=""152901722X""","=""9781529017229""",0,Picador,Paperback,240,2022,2022,,2023/01/15,to-read,to-read (#279),to-read,,,,0,0
395058,The Recognitions,William Gaddis,"Gaddis, William",William H. Gass,"=""0140187081""","=""9780140187083""",0,Penguin Classics,Paperback,976,1993,1955,,2023/01/11,to-read,to-read (#278),to-read,,,,0,0
46199,Letters to a Young Poet,Rainer Maria Rilke,"Rilke, Rainer Maria","Franz Xaver Kappus, Reginald Snell","=""0486422453""","=""9780486422459""",0,Dover Publications,Paperback,80,2002,1929,,2023/01/11,to-read,to-read (#277),to-read,,,,0,0
51323334,"Slaughterhouse-Five, or the Children's Crusade: A Graphic Novel Adaptation",Ryan North,"North, Ryan","Kurt Vonnegut Jr., Albert Monteys","=""1684156254""","=""9781684156252""",0,BOOM! Studios,Hardcover,192,2020,2020,,2023/01/11,to-read,to-read (#276),to-read,,,,0,0
492459,Antarctica,Claire Keegan,"Keegan, Claire",,"=""0802139019""","=""9780802139016""",0,Grove Press,Paperback,224,2002,1999,,2023/01/11,,,read,,,,1,0
907242,"Flatterland: Like Flatland, Only More So",Ian Stewart,"Stewart, Ian",,"=""0738204420""","=""9780738204420""",0,Basic Books,Hardcover,320,2001,2001,,2023/01/05,to-read,to-read (#275),to-read,,,,0,0
43945,Portnoy’s Complaint,Philip Roth,"Roth, Philip",,"=""""","=""""",0,Vintage,Paperback,274,1995,1969,,2023/01/05,to-read,to-read (#274),to-read,,,,0,0
56802275,Elena Knows,Claudia Piñeiro,"Piñeiro, Claudia",Frances Riddle,"=""""","=""""",0,Charco Press,Paperback,143,2021,2007,,2023/01/04,to-read,to-read (#273),to-read,,,,0,0
33181,Hamlet: Poem Unlimited,Harold Bloom,"Bloom, Harold",,"=""1573223778""","=""9781573223775""",0,Penguin Publishing Group,Paperback,176,2004,2004,,2023/01/03,to-read,to-read (#272),to-read,,,,0,0
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",0,Small Beer Press,ebook,281,2010,2002,,2022/12/23,to-read,to-read (#271),to-read,,,,0,0
4985,Welcome to the Monkey House,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333501""","=""9780385333504""",0,Dial Press Trade Paperbacks,Paperback,331,2013,1968,,2022/12/23,to-read,to-read (#270),to-read,,,,0,0
22125258,Get in Trouble,Kelly Link,"Link, Kelly",,"=""0804179689""","=""9780804179683""",0,Random House,Hardcover,336,2014,2015,,2022/12/23,to-read,to-read (#269),to-read,,,,0,0
10628,Night Shift,Stephen  King,"King, Stephen",,"=""""","=""""",0,Hodder & Stoughton,Paperback,409,1979,1978,,2022/12/23,to-read,to-read (#268),to-read,,,,0,0
11438,What We Talk About When We Talk About Love,Raymond Carver,"Carver, Raymond",,"=""0679723056""","=""9780679723059""",0,Vintage Contemporaries,Paperback,159,1989,1981,,2022/12/23,to-read,to-read (#267),to-read,,,,0,0
424,Slouching Towards Bethlehem,Joan Didion,"Didion, Joan",,"=""""","=""""",0,Farrar Straus Giroux,Paperback,238,2008,1968,,2022/12/22,to-read,to-read (#266),to-read,,,,0,0
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon","=""0192840398""","=""9780192840394""",0,Oxford University Press,Paperback,329,2004,1856,,2022/12/22,to-read,to-read (#265),to-read,,,,0,0
58492105,Chilean Poet,Alejandro Zambra,"Zambra, Alejandro",Megan McDowell,"=""0593297946""","=""9780593297940""",0,Viking,Hardcover,358,2022,2020,,2022/12/21,to-read,to-read (#264),to-read,,,,0,0
16634,The Glass Bead Game,Hermann Hesse,"Hesse, Hermann","Richard Winston, Clara Winston, Theodore Ziolkowski","=""0312278497""","=""9780312278496""",0,Holt Paperbacks,Paperback,558,1998,1943,,2022/12/18,to-read,to-read (#263),to-read,,,,0,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""""","=""""",0,Waking Lion Press,Paperback,86,2006,1886,,2022/12/18,to-read,to-read (#262),to-read,,,,0,0
1585299,The World Unseen,Shamim Sarif,"Sarif, Shamim",,"=""075532191X""","=""9780755321919""",0,Headline Publishing Group,Paperback,344,2004,2001,,2022/12/18,to-read,to-read (#261),to-read,,,,0,0
194746,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""""","=""""",0,New Directions,Paperback,176,1958,1948,,2022/12/05,to-read,to-read (#260),to-read,,,,0,0
215024,Ellis Island,Georges Perec,"Perec, Georges","Robert Bober, Harry Matthews","=""1565843185""","=""9781565843189""",0,The New Press,Paperback,156,1995,1980,,2022/11/25,to-read,to-read (#259),to-read,,,,0,0
16151,Great Expectations,Kathy Acker,"Acker, Kathy",,"=""0802131557""","=""9780802131553""",0,Grove Press,Paperback,128,1994,1982,,2022/11/19,to-read,to-read (#258),to-read,,,,0,0
60834548,Little Boy,John       Smith,"Smith, John",,"=""1913861066""","=""9781913861063""",0,Boiler House Press,Paperback,200,2022,,,2022/11/13,to-read,to-read (#257),to-read,,,,0,0
17143,Go Tell It on the Mountain,James Baldwin,"Baldwin, James",,"=""0141185910""","=""9780141185910""",0,Penguin,Paperback,256,2001,1953,,2022/11/12,to-read,to-read (#256),to-read,,,,0,0
18367594,The Rabbit Back Literature Society,Pasi Ilmari Jääskeläinen,"Jääskeläinen, Pasi Ilmari",Lola Rogers,"=""1908968982""","=""9781908968982""",0,PUSHKIN PRESS,Paperback,352,2013,2006,,2022/11/07,to-read,to-read (#255),to-read,,,,0,0
53061,Death in Venice,Thomas Mann,"Mann, Thomas","Michael Henry Heim, Michael Cunningham","=""0060576170""","=""9780060576172""",0,Ecco,Paperback,142,2005,1911,,2022/11/07,to-read,to-read (#254),to-read,,,,0,0
31839659,In the Café of Lost Youth,Patrick Modiano,"Modiano, Patrick",Euan Cameron,"=""0857055267""","=""9780857055262""",0,Quercus Publishing,Hardcover,153,2016,2007,,2022/11/07,to-read,to-read (#253),to-read,,,,0,0
31395589,Notes of a Crocodile,Qiu Miaojin,"Miaojin, Qiu",Bonnie Huie,"=""168137076X""","=""9781681370767""",0,NYRB Classics,Paperback,242,2017,1994,,2022/11/07,to-read,to-read (#252),to-read,,,,0,0
30933,Brideshead Revisited,Evelyn Waugh,"Waugh, Evelyn",,"=""0316926345""","=""9780316926348""",0,Back Bay Books,Paperback,351,1999,1945,,2022/11/07,to-read,to-read (#251),to-read,,,,0,0
57693262,Cleopatra and Frankenstein,Coco Mellors,"Mellors, Coco",,"=""1635576814""","=""9781635576818""",0,Bloomsbury Publishing,Paperback,368,2022,2022,,2022/10/17,to-read,to-read (#250),to-read,,,,0,0
57405301,"Where They Burn Books, They Also Burn People (Hispanic American Heritage Stories)",Marcos Antonio Hernandez,"Hernandez, Marcos Antonio",,"=""1736806718""","=""9781736806715""",0,Algorithmic Global,Kindle Edition,492,2021,,,2022/09/25,to-read,to-read (#249),to-read,,,,0,0
30935,The Loved One,Evelyn Waugh,"Waugh, Evelyn",,"=""0141184248""","=""9780141184241""",0,Penguin Classic,Paperback,127,2001,1948,,2022/09/22,to-read,to-read (#248),to-read,,,,0,0
13127453,The Horizontal Poet,Jan Steckel,"Steckel, Jan",,"=""0929730941""","=""9780929730943""",0,Zeitgeist Press,Paperback,88,2011,2011,,2022/09/20,to-read,to-read (#247),to-read,,,,0,0
50392746,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798649""","=""9781524798642""",0,Ballantine Books,Paperback,367,2020,2019,,2022/09/12,to-read,to-read (#246),to-read,,,,0,0
37569322,"High: Everything You Want to Know About Drugs, Alcohol, and Addiction",David Sheff,"Sheff, David",Nic Sheff,"=""0544644344""","=""9780544644342""",0,Clarion Books,Hardcover,272,2019,2019,,2022/08/22,,,read,,,,1,0
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Kate Flint, Margaret Cardwell","=""0192833596""","=""9780192833594""",0,Oxford University Press,Paperback,544,1998,1861,,2022/08/22,,,read,,,,1,0
26114648,The Beauty Queen of Jerusalem,Sarit Yishai-Levi,"Yishai-Levi, Sarit",Anthony Berris,"=""1250078164""","=""9781250078162""",0,Thomas Dunne,Hardcover,384,2016,2013,,2022/08/17,to-read,to-read (#245),to-read,,,,0,0
40121980,Deaf Republic,Ilya Kaminsky,"Kaminsky, Ilya",,"=""1555978312""","=""9781555978310""",5,Graywolf Press,Paperback,80,2019,2019,,2021/07/15,,,read,,,,1,0
34272477,"Autumn (Seasons Quartet, #1)",Karl Ove Knausgård,"Knausgård, Karl Ove","Ingvild Burkey, Vanessa Baird, Karl Ove Knausgaard","=""039956330X""","=""9780399563300""",0,Penguin Press,Hardcover,224,2017,2015,,2022/07/19,to-read,to-read (#244),to-read,,,,0,0
378,The Phantom Tollbooth,Norton Juster,"Juster, Norton","Jules Feiffer, Maurice Sendak","=""0394820371""","=""9780394820378""",0,Random House Bullseye Books,Paperback,256,1996,1961,,2022/07/12,to-read,to-read (#243),to-read,,,,0,0
58730652,Paradais,Fernanda Melchor,"Melchor, Fernanda",Sophie Hughes,"=""1913097870""","=""9781913097875""",0,Fitzcarraldo Editions,Paperback,118,2022,2021,,2022/07/12,to-read,to-read (#242),to-read,,,,0,0
77156,"Plainsong (Plainsong, #1)",Kent Haruf,"Haruf, Kent",,"=""0375705856""","=""9780375705854""",0,Vintage,Paperback,301,2000,1999,,2022/06/23,to-read,to-read (#241),to-read,,,,0,0
16200,Ella Minnow Pea: A Novel in Letters,Mark Dunn,"Dunn, Mark",,"=""0385722435""","=""9780385722438""",0,Vintage,Paperback,208,2002,2001,,2022/06/18,to-read,to-read (#240),to-read,,,,0,0
150731,Alan Turing: The Enigma,Andrew Hodges,"Hodges, Andrew",Douglas R. Hofstadter,"=""0802775802""","=""9780802775801""",0,Walker Books,Paperback,608,2000,1983,,2022/06/17,to-read,to-read (#239),to-read,,,,0,0
25737,The Collected Stories of Isaac Bashevis Singer,Isaac Bashevis Singer,"Singer, Isaac Bashevis",,"=""0374517886""","=""9780374517885""",0,"Farrar, Straus and Giroux",Paperback,624,1983,1982,,2022/06/15,to-read,to-read (#238),to-read,,,,0,0
60896927,Dineh: An Autobiographical Novel,Ida Maze,"Maze, Ida",Yermiyahu Ahron Taub,"=""1734387297""","=""9781734387292""",0,White Goat Press,Paperback,290,2022,,,2022/06/15,to-read,to-read (#237),to-read,,,,0,0
92517,The Glass Menagerie,Tennessee Williams,"Williams, Tennessee",Robert Bray,"=""0811214044""","=""9780811214049""",5,New Directions,Paperback,104,1999,1945,,2022/05/31,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",0,Scribner,Paperback,180,2025,1925,,2022/05/28,,,read,,,,1,0
58132543,The Chandler Legacies,Abdi Nazemian,"Nazemian, Abdi",,"=""006303932X""","=""9780063039322""",0,HarperCollins,Hardcover,330,2022,2022,,2022/04/30,to-read,to-read (#236),to-read,,,,0,0
43615530,Yes No Maybe So,Becky Albertalli,"Albertalli, Becky",Aisha Saeed,"=""0062937057""","=""9780062937056""",0,Balzer + Bray,ebook,464,2020,2020,,2022/04/30,to-read,to-read (#235),to-read,,,,0,0
25062038,Little & Lion,Brandy Colbert,"Colbert, Brandy",,"=""0316349003""","=""9780316349000""",0,"Little, Brown",Hardcover,327,2017,2017,,2022/04/30,to-read,to-read (#234),to-read,,,,0,0
4009,Nine Stories,J.D. Salinger,"Salinger, J.D.",,"=""0316767727""","=""9780316767729""",0,"Little, Brown and Company",Paperback,302,2001,1948,,2022/04/10,to-read,to-read (#233),to-read,,,,0,0
55169019,The Chosen and the Beautiful,Nghi Vo,"Vo, Nghi",,"=""1250784786""","=""9781250784780""",0,Tor Books,Hardcover,260,2021,2021,,2022/04/08,to-read,to-read (#232),to-read,,,,0,0
178629,Benito Cereno (Bedford College Editions),Herman Melville,"Melville, Herman",Wyn Kelley,"=""031245242X""","=""9780312452421""",4,Bedford/St. Martin's,Paperback,160,2006,1855,,2022/04/02,,,read,,,,1,0
16842,A Single Man,Christopher Isherwood,"Isherwood, Christopher",,"=""0816638624""","=""9780816638628""",0,Univ Of Minnesota Press,Paperback,186,2001,1964,,2022/03/23,to-read,to-read (#231),to-read,,,,0,0
10711,God Knows,Joseph Heller,"Heller, Joseph",,"=""0684841258""","=""9780684841250""",0,Simon & Schuster,Paperback,368,1997,1984,,2022/03/16,to-read,to-read (#230),to-read,,,,0,0
43565322,Poisoner in Chief: Sidney Gottlieb and the CIA Search for Mind Control,Stephen Kinzer,"Kinzer, Stephen",,"=""1250140439""","=""9781250140432""",0,Henry Holt and Co.,Hardcover,355,2019,2019,,2022/03/16,to-read,to-read (#229),to-read,,,,0,0
184419,The Man Who Was Thursday: A Nightmare,G.K. Chesterton,"Chesterton, G.K.","Jonathan Lethem, José Laurênio de Mello","=""0375757910""","=""9780375757914""",0,Modern Library,Paperback,182,2001,1908,,2022/03/16,to-read,to-read (#228),to-read,,,,0,0
54762006,A Wedge of Shade,Louise Erdrich,"Erdrich, Louise",,"=""""","=""""",0,,Unknown Binding,,,,,2022/03/16,to-read,to-read (#227),to-read,,,,0,0
56631877,"The Other Merlin (Emry Merlin, #1)",Robyn Schneider,"Schneider, Robyn",,"=""0593351029""","=""9780593351024""",0,Viking Books for Young Readers,Hardcover,432,2021,2021,,2022/03/09,to-read,to-read (#226),to-read,,,,0,0
62035,"Ensel und Krete: Ein Märchen aus Zamonien (Zamonien, #2)",Walter Moers,"Moers, Walter",,"=""""","=""""",0,Goldmann,Paperback,256,2002,2000,,2022/02/28,to-read,to-read (#225),to-read,,,,1,0
23489268,The New Homeowner's Guide to House Spirits,Alexei Maxim Russell,"Russell, Alexei Maxim",,"=""1501037137""","=""9781501037139""",0,CreateSpace Independent Publishing Platform,Paperback,202,2014,2014,,2022/02/28,to-read,to-read (#224),to-read,,,,0,0
12580191,Isn't It Pretty To Think So?,Nick Miller,"Miller, Nick",,"=""0983896119""","=""9780983896111""",0,Fernando French Publishing,Paperback,375,2012,2012,,2022/02/25,to-read,to-read (#223),to-read,,,,0,0
1857440,"John Dies at the End (John Dies at the End, #1)",David  Wong,"Wong, David",Jason Pargin,"=""0978970764""","=""9780978970765""",0,Permuted Press,Paperback,362,2007,2007,,2022/02/25,to-read,to-read (#222),to-read,,,,0,0
56978109,Ophelia After All,Racquel Marie,"Marie, Racquel",,"=""1250797306""","=""9781250797308""",0,Feiwel & Friends,Hardcover,341,2022,2022,,2022/02/13,to-read,to-read (#221),to-read,,,,0,0
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan",Michael Henry Heim,"=""0571224385""","=""9780571224388""",0,Harper Perennial,Paperback,314,2009,1984,,2022/02/13,to-read,to-read (#220),to-read,,,,0,0
44421460,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1529029589""","=""9781529029581""",4,Picador,Paperback,213,2019,2015,2022/02/12,2021/12/11,,,read,,,,1,0
34734651,A Book of Book Lists,Alex       Johnson,"Johnson, Alex",,"=""0712352252""","=""9780712352253""",0,British Library Publishing,Paperback,203,2018,,,2022/01/26,to-read,to-read (#219),to-read,,,,0,0
15727033,There's a Man in the Habit of Hitting me on the Head with an Umbrella,Fernando Sorrentino,"Sorrentino, Fernando",Clark Zlotsew,"=""""","=""""",5,www.eastoftheweb.com,ebook,,,2006,2022/01/26,2022/01/26,,,read,,,,1,0
1430,Eleven Minutes,Paulo Coelho,"Coelho, Paulo",Margaret Jull Costa,"=""""","=""""",0,HarperOne,Paperback,273,2003,2003,,2022/01/26,to-read,to-read (#218),to-read,,,,0,0
1263236,"Manhattan Project: The Birth of the Atomic Bomb in the Words of Its Creators, Eyewitnesses and Historians.",Cynthia C. Kelly,"Kelly, Cynthia C.",Richard Rhodes,"=""1579127479""","=""9781579127473""",0,Black Dog & Leventhal,Hardcover,400,2007,2007,,2022/01/25,to-read,to-read (#217),to-read,,,,0,0
1099179,Tree of Souls: The Mythology of Judaism,Howard Schwartz,"Schwartz, Howard",,"=""0195086791""","=""9780195086799""",0,Oxford University Press,Hardcover,704,2004,2004,,2022/01/25,to-read,to-read (#216),to-read,,,,0,0
58276619,The Books of Jacob,Olga Tokarczuk,"Tokarczuk, Olga",Jennifer  Croft,"=""""","=""""",0,Riverhead Books,Hardcover,965,2022,2014,,2022/01/25,to-read,to-read (#215),to-read,,,,0,0
43124137,The Beekeeper of Aleppo,Christy Lefteri,"Lefteri, Christy",,"=""1984821210""","=""9781984821218""",0,Ballantine Books,Hardcover,317,2019,2019,,2022/01/23,to-read,to-read (#214),to-read,,,,0,0
51135393,Pandora's Jar: Women in the Greek Myths,Natalie Haynes,"Haynes, Natalie",,"=""1509873112""","=""9781509873111""",0,Picador,Hardcover,320,2020,2020,,2022/01/22,to-read,to-read (#213),to-read,,,,0,0
43710,Brazil-Maru,Karen Tei Yamashita,"Yamashita, Karen Tei",,"=""1566890160""","=""9781566890168""",0,Coffee House Press,Paperback,248,1993,1992,,2022/01/21,to-read,to-read (#212),to-read,,,,0,0
29567,The History of the Siege of Lisbon,José Saramago,"Saramago, José",Giovanni Pontiero,"=""1860467229""","=""9781860467226""",0,Harvill Press,Paperback,314,2000,1989,,2022/01/21,to-read,to-read (#211),to-read,,,,0,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",0,Ballantine Books,Hardcover,476,2021,2021,,2022/01/20,to-read,to-read (#210),to-read,,,,0,0
56783258,Cloud Cuckoo Land,Anthony Doerr,"Doerr, Anthony",,"=""1982168439""","=""9781982168438""",0,Scribner,Hardcover,626,2021,2021,,2022/01/20,to-read,to-read (#209),to-read,,,,0,0
57220266,The Story of the Country House: A History of Places and People,Clive Aslet,"Aslet, Clive",,"=""0300255055""","=""9780300255058""",0,Yale University Press,Hardcover,256,2021,,,2022/01/19,to-read,to-read (#208),to-read,,,,0,0
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk","=""0142437247""","=""9780142437247""",0,Penguin Classics ,Paperback,720,2003,1851,,2022/01/18,to-read,to-read (#207),to-read,,,,0,0
51102251,"Love in Colour: Mythical Tales from Around the World, Retold",Bolu Babalola,"Babalola, Bolu",,"=""1472268865""","=""9781472268860""",0,Headline,Hardcover,304,2020,2020,,2022/01/16,to-read,to-read (#206),to-read,,,,0,0
23995376,Letter to the Father / Brief an den Vater,Franz Kafka,"Kafka, Franz","Ernst Kaiser, Eithne Wilkins, Tom McCarthy","=""0805212663""","=""9780805212662""",5,Schocken,Paperback,144,2015,1919,2022/01/15,2022/01/14,,,read,,,,1,0
13437406,The King Must Die,Mary Renault,"Renault, Mary",,"=""""","=""""",0,Vintage Books,Paperback,339,1988,1958,,2022/01/10,to-read,to-read (#205),to-read,,,,0,0
57423631,Daughters of Sparta,Claire Heywood,"Heywood, Claire",,"=""0593184378""","=""9780593184370""",0,Dutton,Paperback,370,2021,2021,,2022/01/10,to-read,to-read (#204),to-read,,,,0,0
41433634,"Heroes: Mortals and Monsters, Quests and Adventures (Stephen Fry's Great Mythology, #2)",Stephen Fry,"Fry, Stephen",,"=""0241380375""","=""9780241380376""",0,Michael Joseph,Paperback,415,2018,2018,,2022/01/10,to-read,to-read (#203),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,Bloomsbury,Hardcover,245,2020,2020,,2022/01/10,to-read,to-read (#202),to-read,,,,0,0
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Nina Baym, Thomas E. Connolly","=""0142437263""","=""9780142437261""",4,Penguin Books,Paperback,279,2002,1850,2022/01/10,2020/05/26,,,read,,,,1,0
53487148,A Thousand Ships,Natalie Haynes,"Haynes, Natalie",,"=""0063065398""","=""9780063065390""",0,Harper,Hardcover,368,2021,2019,,2022/01/08,to-read,to-read (#201),to-read,,,,0,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""""","=""""",5,Harper Perennial Modern Classics,Paperback,294,2006,1963,2022/01/03,2021/09/10,,,read,,,,1,0
31154020,Beyond the Waterfall,Eryn Flynn,"Flynn, Eryn",,"=""1631778315""","=""9781631778315""",0,Mascot Books,Hardcover,218,2016,,,2022/01/02,,,read,,,,1,0
187518,Troilus and Cressida,William Shakespeare,"Shakespeare, William","Louis B. Wright, Virginia A. LaMar","=""0671669168""","=""9780671669164""",0,Washington Square Pr,Mass Market Paperback,343,1988,1601,,2022/01/01,to-read,to-read (#200),to-read,,,,0,0
54860614,Ariadne,Jennifer Saint,"Saint, Jennifer",,"=""125077358X""","=""9781250773586""",0,Flatiron Books,Hardcover,308,2021,2021,,2022/01/01,to-read,to-read (#199),to-read,,,,0,0
37506437,"Darius the Great Is Not Okay (Darius The Great, #1)",Adib Khorram,"Khorram, Adib",,"=""0525552960""","=""9780525552963""",0,Dial Books,Hardcover,316,2018,2018,,2021/12/29,to-read,to-read (#198),to-read,,,,0,0
89731,Kira-Kira,Cynthia Kadohata,"Kadohata, Cynthia",,"=""0689856407""","=""9780689856402""",0,Atheneum Books for Young Readers,Paperback,291,2006,2004,,2021/12/29,,,read,,,,1,0
4894,Who Moved My Cheese?,Spencer Johnson,"Johnson, Spencer",Kenneth H. Blanchard,"=""0091883768""","=""9780091883768""",0,Vermilion,Hardcover,98,2002,1998,,2021/12/28,to-read,to-read (#197),to-read,,,,0,0
49354511,The Dictionary of Lost Words,Pip Williams,"Williams, Pip",,"=""1925972593""","=""9781925972597""",0,Affirm Press,Paperback,384,2021,2020,,2021/12/27,to-read,to-read (#196),to-read,,,,0,0
29844228,Thirteen Reasons Why,Jay Asher,"Asher, Jay",,"=""1595147888""","=""9781595147882""",0,Razorbill,Hardcover,352,2016,2007,,2021/12/26,,,read,,,,1,0
58047885,2+2=5,Jake Chapman,"Chapman, Jake",,"=""1913029697""","=""9781913029692""",0,Urbanomic,Paperback,197,2021,,,2021/12/26,to-read,to-read (#195),to-read,,,,0,0
49867186,"The Left-Handed Booksellers of London (Left-Handed Booksellers of London, #1)",Garth Nix,"Nix, Garth",,"=""006268325X""","=""9780062683250""",0,Clarion Books,Hardcover,416,2020,2020,,2021/12/25,to-read,to-read (#194),to-read,,,,0,0
6900,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,"Albom, Mitch",,"=""""","=""""",0,Warner,Paperback,210,2000,1997,,2021/12/25,,,read,,,,1,0
15815333,The Interestings,Meg Wolitzer,"Wolitzer, Meg",,"=""1594488398""","=""9781594488399""",0,Riverhead Books,Hardcover,468,2013,2013,,2021/12/21,to-read,to-read (#193),to-read,,,,0,0
368916,"84, Charing Cross Road",Helene Hanff,"Hanff, Helene",,"=""""","=""""",0,Penguin Books,Paperback,106,1990,1970,,2021/12/10,to-read,to-read (#192),to-read,,,,0,0
